friendlyId,buildingName,email,lat,lng,name,operatingHours,phone,postalCode,streetName,unitNo,website,availability,block,about,price,dropoffPickupAvailability,googleReviews,distanceFromHome
VanSCCW-P-DCM,,vsc_woodlands@vanguardhealthcare.com.sg,1.44612881154559,103.804589469079,Vanguard Senior Care Centre (Woodlands),Mon - Fri: 7.00am - 7.00pm,65409200,737749,Woodlands Rise,,https://www.carehome.com.sg,NO_WEEKENDS_AND_EVENINGS,2,,,,,
CarHTPW-P-DCM,Toa Payoh Crest,scctpw@carecorner.org.sg,1.33798458882606,103.843288845642,Care Corner Senior Care Centre (Toa Payoh West),Mon - Fri: 8.30am - 5.30pm,62640262,310131,Lor 1 Toa Payoh,#01-01,https://www.carecorner.org.sg/services/day-care-centres-senior-dementia/,NO_WEEKENDS_AND_EVENINGS,131,,,,,
SenCCSC--CRC,Buangkok Green Medical Park,sunlovehq@sunlove.org.sg,1.38054167108631,103.885160017675,Senior Care Centre @ Sunlove Central,Mon - Fri: 7.00am - 8.00pm,63869312,534190,Buangkok View,,https://sunlove.org.sg/senior-care-centre-amk-day-rehab/,NO_WEEKENDS_AND_EVENINGS,70,,,,,
VanCCBB-P-DCM,Bukit Batok Care Home,vsc_bukitbatok@vanguardhealthcare.com.sg,1.35387904859721,103.740677712222,Vanguard Senior Care Centre (Bukit Batok),Mon - Fri: 7.00am - 7.00pm,68437168,657995,Bukit Batok West Ave 9,,https://www.carehome.com.sg/our-senior-care-centres/vanguard-senior-care-(bukit-batok),NO_WEEKENDS_AND_EVENINGS,11,,,,,
St EBTC-P-DCM,,bukittimahadmin@stluke.org.sg,1.32027016006349,103.765944899873,St Luke's Eldercare (Bukit Timah Centre),Mon - Fri: 7.00am - 7.00pm,68731772,120310,Clementi Ave 4,#01-263,https://www.slec.org.sg/our-services/centre-based/dementia-day-care/,NO_WEEKENDS_AND_EVENINGS,310,,,,,
St SECC-P-DCM2,,clementiadmin@stluke.org.sg,1.30512415125823,103.766300972142,St Luke's Eldercare (Clementi Centre),Mon - Fri: 7.00am - 7.00pm,68722210,120602,Clementi West Street 1,#01-25,https://www.slec.org.sg/our-services/centre-based/dementia-day-care/,NO_WEEKENDS_AND_EVENINGS,602,,,,,
NTUCFSH-P-DCM,City Vue @Henderson,seniordaycare@ntuchealth.sg,1.28697703899167,103.821558832304,NTUC Health Day Centre for Seniors (Henderson),Mon - Fri: 7.00am - 7.00pm,67156764,152095,Henderson Road,#01-22,,NO_WEEKENDS_AND_EVENINGS,95B,,,,,
NTUSBMS-P-DCM,,seniordaycare@ntuchealth.sg,1.27714559744846,103.828738908605,NTUC Health Day Centre for Seniors (Bukit Merah/Silat),Mon - Fri: 7.00am - 7.00pm,67156764,160141,Jalan Bukit Merah,#01-1172,https://www.ntuchealth.sg,NO_WEEKENDS_AND_EVENINGS,141,,,,,
St SEWC-P-DCM,,whampoaadmin@stluke.org.sg,1.32128020862279,103.854938084831,St Luke's Eldercare (Whampoa Centre),Mon - Fri: 7.00am - 7.00pm,62529661,320097,Whampoa Drive,#01-222,https://www.slec.org.sg/our-services/centre-based/dementia-day-care/,NO_WEEKENDS_AND_EVENINGS,97,,,,,
KwoPSCC-P-DCM,Kwong Wai Shiu Hospital @ Potong Pasir,,1.33503582793654,103.863977651326,Kwong Wai Shiu Hospital @ Potong Pasir,Mon - Fri: 8.30am - 5.00pm,68560000,358400,Potong Pasir Avenue 1,,https://www.kwsh.org.sg/en/service/scc/,NO_WEEKENDS_AND_EVENINGS,51,,,,,
GeyASCC-P-DCM,,edwardchan@geha.org.sg,1.32165649786917,103.885423356978,Geylang East Home For The Aged Senior Care Centre,Mon - Fri: 8.00am - 5.30pm,65471529,380096,Aljunied Crescent,#01-461,https://www.geha.org.sg,NO_WEEKENDS_AND_EVENINGS,96,,,,,
ThoHFSC-P-NH,,tthsc@singnet.com.sg,1.31875532288788,103.888271564541,Thong Teck Home for Senior Citizens,Mon - Fri: 8.30am - 5.30pm,68460069,389759,Geylang East Ave 2,,https://www.thongteckhome.org,NO_WEEKENDS_AND_EVENINGS,91,,,,,
MuhADCC-P-DCM,,,1.32228655863065,103.902720513959,Muhammadiyah Health and Day Care Centre,Mon - Fri: 8.30am - 5.30pm,67414779,400010,Eunos Crescent,#01-2711,https://www.muhammadiyah.org.sg/,NO_WEEKENDS_AND_EVENINGS,10,,,,,
PCFSCE-P-DCM,,pcfhq@pcf.org.sg,1.33186797531279,103.907573919729,PCF Sparkle Care @ Eunos,Mon - Fri: 7.30am - 6.00pm,68416366,410650,Jalan Tenaga,#01-22,http://www.pcf.org.sg/,NO_WEEKENDS_AND_EVENINGS,650,,,,,
MWSSCCE-P-DCM,Eunos Polyclinic,MWSscc@mws.sg,1.31733758533419,103.905777145209,MWS Senior Care Centre - Eunos,Mon - Fri: 8.00am - 5.00pm,64350273,429400,Chin Cheng Avenue,#01-02,https://mws.sg/,NO_WEEKENDS_AND_EVENINGS,1,,,,,
St SEMP-P-DCM,,marineparadeadmin@slec.org.sg,1.30173721675884,103.906754510468,St Luke's Eldercare (Marine Parade),Mon - Fri: 7.00am - 7.00pm,62841089,440086,Marine Parade Central,#01-670,https://www.slec.org.sg/our-services/centre-based/dementia-day-care/,NO_WEEKENDS_AND_EVENINGS,86,,,,,
THKKBBN-P-DCM,,kbscc@thknh.org.sg,1.33303698213001,103.924812248346,THK Senior Care Centre @ Kaki Bukit (Bedok North),"Mon - Fri: 7.30am - 6.00pm, Sat: 7.30am - 1.30pm",62411808,460534,Bedok North Street 3,#01-814,https://www.thknh.org.sg,WEEKENDS_ONLY,534,,,,,
ManEJDC-P-DCM,,mflelderlyjoyctr@gmail.com,1.32642593993115,103.950110341186,Man Fatt Lam Elderly Joy Day Centre,Mon - Fri: 8.00am - 5.00pm,62465590,468584,Jalan Langgar Bedok,,,NO_WEEKENDS_AND_EVENINGS,20,,,,,
NTUSPRC-P-DCM,,seniordaycare@ntuchealth.sg,1.36766703141414,103.955940997009,NTUC Health Senior Day Care (Pasir Ris Central),Mon - Fri: 7.00am - 7.00pm,67156762,510112,Pasir Ris Street 11,#01-657,https://ntuchealth.sg/elderly-care/services/day-care/dementia-day-care,NO_WEEKENDS_AND_EVENINGS,112,,,,,
PCFSCCS-P-DCM,,,1.34488867578581,103.953241348812,PCF Sparkle Care @ Changi Simei,Mon - Fri: 7.30am - 6.00pm,65881500,520120,Simei Street 1,#01-476,,NO_WEEKENDS_AND_EVENINGS,120,,,,,
St SECC-P-DCM,,changkatadmin@stluke.org.sg,1.35380661871004,103.962935246726,St Luke's Eldercare (Changkat Centre),Mon - Fri: 7.00am - 7.00pm,67899956,520350,Tampines Street 33,#01-438,https://www.slec.org.sg/our-services/centre-based/dementia-day-care/,NO_WEEKENDS_AND_EVENINGS,350,,,,,
St SETC-P-DCM,,tampinesadmin@stluke.org.sg,1.34740034584157,103.945294915705,St Luke's Eldercare (Tampines Centre),Mon - Fri: 7.00am - 7.00pm,67867688,521101,Tampines Street 11,#01-13,https://www.slec.org.sg/our-services/centre-based/dementia-day-care/,NO_WEEKENDS_AND_EVENINGS,101,,,,,
St SCTC-P-DCM,Our Tampines Hub,sasc_tampines@sasc.org.sg,1.35330030677679,103.940525443768,St Andrew's Senior Care (Tampines Central),Mon - Fri: 8.00am - 5.30pm,62400366,528523,Tampines Walk,#04-33,https://www.samh.org.sg/st-andrews-senior-care/,NO_WEEKENDS_AND_EVENINGS,1,,,,,
AllSHT-P-DCM,,enquiry@allsaintshome.org.sg,1.36120566987147,103.954116562454,All Saints Home (Tampines),Mon - Fri: 8.30am - 5.30pm,67882345,529123,Tampines Street 44,,http://www.allsaintshome.org.sg,NO_WEEKENDS_AND_EVENINGS,11,,,,,
St SEHC-P-DCM,,hougangadmin@stluke.org.sg,1.35223030818128,103.885711060613,St Luke's Eldercare (Hougang Centre),Mon - Fri: 7.00am - 7.00pm,63822366,530126,Hougang Avenue 1,#01-1506,https://www.slec.org.sg/our-services/centre-based/dementia-day-care/,NO_WEEKENDS_AND_EVENINGS,126,,,,,
St EGYC-P-DCM,,goldenyearsadmin@slec.org.sg,1.37131564445886,103.889932276881,St Luke's Eldercare (Golden Years Centre),Mon - Fri: 7.00am - 7.00pm,63862273,530831,Hougang Central,#01-502,https://www.slec.org.sg/our-services/centre-based/dementia-day-care/,NO_WEEKENDS_AND_EVENINGS,831,,,,,
HomNFWB-P-DCM,Buangkok Square,wellness.buangkok@hnf.org.sg,1.38398477376889,103.882486324738,Home Nursing Foundation Wellness @ Buangkok,Mon - Fri: 7.00am - 7.00pm,68545050,532991,Buangkok Link,#01-251,https://www.hnf.org.sg/services/hnf-wellnesscentres/,NO_WEEKENDS_AND_EVENINGS,991B,,,,,
HomNFWH-P-DCM,Hougang Community Club,,1.36475124381247,103.892727994573,Home Nursing Foundation Wellness @ Hougang,Mon - Fri: 7.00am - 7.00pm,685483300,538840,Hougang Ave 3,#04-01,https://www.hnf.org.sg/services/hnf-wellnesscentres/,NO_WEEKENDS_AND_EVENINGS,35,,,,,
St SERC-P-DCM,,rivervaleadmin@stluke.org.sg,1.38930506623143,103.907598607934,St Luke's Eldercare (Rivervale Centre),Mon - Fri: 7.00am - 7.00pm,62829028,540164,Rivervale Crescent,#01-01,https://www.slec.org.sg/our-services/centre-based/dementia-day-care/,NO_WEEKENDS_AND_EVENINGS,164,,,,,
ManHSCC-P-DCM,Man Fut Tong Old People's Home,HYHSCC@mft.org.sg,1.36112755877506,103.882611222529,Man Fut Tong Ho Yuen Hoe Senior Care Centre,Mon - Fri: 8.00am - 5.00pm,31571151,546416,Richards Avenue,,http://www.mft.org.sg,NO_WEEKENDS_AND_EVENINGS,14F,,,,,
PCFSCS-P-DCM,Serangoon North,pcfhq@pcf.org.sg,1.36943351823831,103.870511407041,PCF Sparkle Care @ Serangoon,Mon - Fri: 7.30am - 6.00pm,62143363,550109,Avenue 1,#01-641,http://www.pcf.org.sg/,NO_WEEKENDS_AND_EVENINGS,109,,,,,
PCFSCBH-P-DCM,,pcfhq@pcf.org.sg,1.35462817749301,103.867068733428,PCF Sparkle Care @ Braddell Heights,Mon - Fri: 7.30am - 6.00pm,63826866,550307,Serangoon Ave 2,#01-44,http://www.pcf.org.sg/,NO_WEEKENDS_AND_EVENINGS,307,,,,,
RenMKNH-P-DCM,,renci@renci.org.sg,1.36082826387545,103.853272623391,Ren Ci @ Ang Mo Kio (Nursing Home),Mon - Fri: 8.30am - 5.45pm,63556316,567727,Ang Mo Kio Avenue 8,,,NO_WEEKENDS_AND_EVENINGS,10,,,,,
St SEKB-P-DCM,Kebun Baru Community Club,kebunbaruadmin@slec.org.sg,1.37300750160253,103.837612421294,St Luke's Eldercare (Kebun Baru),Mon - Fri: 7.00am - 7.00pm,62566650,569897,Ang Mo Kio Ave 4,#04-01,https://www.slec.org.sg/our-services/centre-based/dementia-day-care/,NO_WEEKENDS_AND_EVENINGS,216,,,,,
PCFSCS-P-DCM2,,pcfhq@pcf.org.sg,1.35147881263426,103.837185216121,PCF Sparkle Care @ Shunfu,Mon - Fri: 7.30am - 6.00pm,62444735,570313,Shunfu Road,#01-287,http://www.pcf.org.sg/,NO_WEEKENDS_AND_EVENINGS,313,,,,,
St BAAH-P-DCM,Golden Jasmine,bishanadmin@slec.org.sg,1.3453342006773,103.854098182349,St Luke's Eldercare Active Ageing Hub @ Bishan,Mon - Fri: 7.00am - 7.00pm,60275324,572152,Bishan Street 11,#01-271,https://www.slec.org.sg/centre/active-aging-hub-bishan/,NO_WEEKENDS_AND_EVENINGS,152B,,,,,
LioFTEB-P-DCM,,lne.pr@lionshome.org.sg,1.34934739469977,103.853549241993,Lions Home for the Elders (Bishan),Mon - Fri: 7.30am - 5.00pm,62529900,579804,Bishan Street 13,,http://www.lionshome.org.sg,NO_WEEKENDS_AND_EVENINGS,9,,,,,
St EJEC-P-DCM,,jurongeastadmin@stluke.org.sg,1.34912317741666,103.72898614528,St Luke's Eldercare (Jurong East Centre),Mon - Fri: 7.00am - 7.00pm,65690415,600327,Jurong East Street 31,#01-174,https://www.slec.org.sg/our-services/centre-based/dementia-day-care/,NO_WEEKENDS_AND_EVENINGS,327,,,,,
St EARC-P-DCM,,ayerrajahadmin@stluke.org.sg,1.3212933695135,103.747648912115,St Luke's Eldercare (Ayer Rajah Centre),Mon - Fri: 7.00am - 7.00pm,62621501,609342,Pandan Gardens,#01-01,https://www.slec.org.sg/our-services/centre-based/dementia-day-care/,NO_WEEKENDS_AND_EVENINGS,150A,,,,,
NTUFSBL-P-DCM,,seniordaycare@ntuchealth.sg,1.34967446991628,103.711680539382,NTUC Health Day Centre for Seniors (Boon Lay),Mon - Fri: 7.00am - 7.00pm,67156764,640216,Boon Lay View,#01-05,https://www.ntuchealth.sg,NO_WEEKENDS_AND_EVENINGS,216,,,,,
St EBBC-P-DCM,,bukitbatokadmin@stluke.org.sg,1.34717025311255,103.741298523595,St Luke's Eldercare (Bukit Batok Centre),Mon - Fri: 7.00am - 7.00pm,62666615,650168,Bukit Batok West Ave 8,#01-208,https://www.slec.org.sg/our-services/centre-based/dementia-day-care/,NO_WEEKENDS_AND_EVENINGS,168,,,,,
SASSHK-P-CBRC,,,1.36348296381773,103.749393361059,SASCO @ Hong Kah,"Mon - Fri: 7.00am - 7.00pm, Sat: 8.00am - 5.00pm",62735183,650337,Bukit Batok Street 34,#01-06,https://www.sasco.org.sg,WEEKENDS_ONLY,337,,,,,
RenBBNH-P-DCM,,renci@renci.org.sg,1.35499119318065,103.75155979178,Ren Ci @ Bukit Batok (Nursing Home),Mon - Fri: 8.30am - 5.45pm,63850288,659251,Bukit Batok Street 52,,https://www.renci.org.sg/,NO_WEEKENDS_AND_EVENINGS,31,,,,,
AngSCH-P-DCM,Hillv2,asc_hillview@sacs.org.sg,1.36267450828024,103.76417292006,Anglican Senior Centre (Hillview),Mon - Fri: 7.30am - 5.00pm,68010499,667979,Hillview Rise,#02-22,https://www.sacs.org.sg/senior-services/senior-care.html,NO_WEEKENDS_AND_EVENINGS,4,,,,,
PCFSCYT-P-DCM,,pcfhq@pcf.org.sg,1.39863065232743,103.746034051085,PCF Sparkle Care @ Yew Tee,Mon - Fri: 7.30am - 6.00pm,67690500,680625,Choa Chu Kang Street 62,#01-206,http://www.pcf.org.sg/,NO_WEEKENDS_AND_EVENINGS,625,,,,,
St SEKH-P-DCM,,keathongadmin@stluke.org.sg,1.37504489335056,103.743531443413,St Luke's Eldercare (Keat Hong),Mon - Fri: 7.00am - 7.00pm,68910370,680801,Keat Hong Close,#01-02,https://www.slec.org.sg/our-services/centre-based/dementia-day-care/,NO_WEEKENDS_AND_EVENINGS,801,,,,,
NTUCFSM-P-DCM,,seniordaycare@ntuchealth.sg,1.43398859274828,103.777490482198,NTUC Health Day Centre for Seniors (Marsiling),Mon - Fri: 7.00am - 7.00pm,67156766,730172,Woodlands St 13,#01-303,https://www.ntuceldercare.org.sg,NO_WEEKENDS_AND_EVENINGS,172,,,,,
SreMSCW-P-DCM,,sreenarayana@snm.org.sg,1.43966015258891,103.795235776713,Sree Narayana Mission Multi Service Centre @ Woodlands,Mon - Fri: 9.00am - 6.00pm,63625152,730861,Woodlands Street 83,,https://sreenarayanamission.org/our-services/senior-care-centre/,NO_WEEKENDS_AND_EVENINGS,861,,,,,
ManFTNH-P-DCM,,mft@mft.org.sg,1.44349709682126,103.790429082114,Man Fut Tong Nursing Home,Mon - Fri: 8.00am - 5.00pm,31571151,738507,Woodlands Street 82,,https://www.mft.org.sg,NO_WEEKENDS_AND_EVENINGS,20,,,,,
St ENSE-P-DCM,,nseastadmin@stluke.org.sg,1.43547754128002,103.839276532996,St Luke's Active Ageing Centre (Care) @ Nee Soon East,Mon - Fri: 7.00am - 7.00pm,64815903,760260,Yishun Street 22,#01-97,https://www.slec.org.sg/our-services/centre-based/dementia-day-care/,NO_WEEKENDS_AND_EVENINGS,260,,,,,
AllCYFG-P-CBN,,,1.42013882092707,103.843103840166,All Saints Silver Lifestyle Club @ Yishun Fern Grove,Mon - Fri: 8.30am - 5.30pm,63511470,760674,Yishun Ave 4,#01-11,http://allsaintshome.org.sg/,NO_WEEKENDS_AND_EVENINGS,674,,,,,
St ENSC-P-DCM,,nscentraladmin@stluke.org.sg,1.42470239952978,103.833949786818,St Luke's Eldercare (Nee Soon Central),Mon - Fri: 7.00am - 7.00pm,67599053,760766,Yishun Ave 3,#01-295,https://www.slec.org.sg/our-services/centre-based/dementia-day-care/,NO_WEEKENDS_AND_EVENINGS,766,,,,,
St SESL-P-DCM,,sumangadmin@slec.org.sg,1.40111268213054,103.894269098915,St Luke's Eldercare (Sumang Lane),Mon - Fri: 7.00am - 7.00pm,62448031,820222,Sumang Lane,#01-01,https://www.slec.org.sg/our-services/centre-based/dementia-day-care/,NO_WEEKENDS_AND_EVENINGS,222,,,,,
SASSWC-P-DCM,,sw@giventake.sg,1.30634750622019,103.760538027126,SASCO@West Coast,"Mon - Fri: 7.00am - 7.00pm, Sat: 8.00am - 5.00pm",62735183,120704,West Coast Road,#01-431,https://www.sasco.org.sg,WEEKENDS_ONLY,704,,,,,
JamNHDS-P-DCM,,program-co@jamiyah.org.sg,1.31113047034516,103.759443410427,Jamiyah Nursing Home (Darul Syifaa),Mon - Fri: 8.30am - 5.00pm,67768575,127444,West Coast Drive,,http://www.jamiyah.org.sg,NO_WEEKENDS_AND_EVENINGS,130,,,,,
KwoSCSG-P-CBN,,kwsc_stgeorge@kwsh.org.sg,1.32227989942996,103.862088519793,Kwong Wai Shiu Care @ St George,Mon - Fri: 8.30am - 5.00pm,64221333,320025,St George’s Lane,,https://www.kwsh.org.sg/en/service/scc/,NO_WEEKENDS_AND_EVENINGS,25,,,,,
KwoWSCM-P-DCM,McNair Towers,kwsc_mcnair@kwsh.org.sg,1.32100686964356,103.85982430866,Kwong Wai Shiu Care @ McNair,Mon - Fri: 8.30am - 5.00pm,64221311,321113,Mcnair Road,#01-01,https://www.kwsh.org.sg/service/scc/,NO_WEEKENDS_AND_EVENINGS,113,,,,,
RenRCH-P-DCM,,renci@renci.org.sg,1.3228845004622,103.845973302636,Ren Ci Hospital,Mon - Fri: 8.30am - 5.45pm,63580777,329562,Irrawaddy Road,Level 3,https://www.renci.org.sg,NO_WEEKENDS_AND_EVENINGS,71,,,,,
KwoWSCM--CRC,,kwsc_macpherson@kwsh.org.sg,1.3243273088009,103.890105126775,Kwong Wai Shiu Care @ Macpherson,Mon - Fri: 8.30am - 5.00pm,64221335,370082,Circuit Road,#01-02,https://www.kwsh.org.sg/en/contactus/kwscare/,NO_WEEKENDS_AND_EVENINGS,82,,,,,
NTUFSDC-P-DCM,,seniordaycare@ntuchealth.sg,1.3076509314131,103.889069356653,NTUC Health Senior Day Care (Dakota Crescent),Mon - Fri: 7.00am - 7.00pm,67156762,390062,Dakota Crescent,#01-315,https://www.ntuceldercare.org.sg,NO_WEEKENDS_AND_EVENINGS,62,,,,,
St SCSC-H-B,,friends@sthildascsc.org.sg,1.30201289804622,103.882922881502,St Hilda's Community Services Centre,Mon - Fri: 8.00am - 5.30pm,63450054,431010,Jalan Batu,#01-06,https://sthildascsc.org.sg,NO_WEEKENDS_AND_EVENINGS,10,,,,,
NTUCFSF-P-DCM,,seniordaycare@ntuchealth.sg,1.33254881363421,103.940369649715,NTUC Health Senior Day Care (Fengshan),Mon - Fri: 7.00am - 7.00pm,67156764,460091,Bedok North St 4,#01-1527,https://www.ntuceldercare.org.sg,NO_WEEKENDS_AND_EVENINGS,91,,,,,
NTUFSPS-P-DCM,,seniordaycare@ntuchealth.sg,1.37843343810997,103.888023147529,NTUC Health Senior Day Care (Punggol South),Mon - Fri: 7.00am - 7.00pm,67156762,530571,Hougang Street 51,#01-119,https://ntuchealth.sg/elderly-care/services/day-care/dementia-day-care,NO_WEEKENDS_AND_EVENINGS,571,,,,,
St SESC-P-DCM,,serangoonadmin@stluke.org.sg,1.35763504826187,103.87209077271,St Luke's Eldercare (Serangoon Centre),Mon - Fri: 7.00am - 7.00pm,62856004,550217,Serangoon Ave 4,#01-166,https://www.slec.org.sg/our-services/centre-based/dementia-day-care/,NO_WEEKENDS_AND_EVENINGS,217,,,,,
NTUFSTJ-P-DCM,,seniordaycare@ntuchealth.sg,1.33953419646662,103.719166865639,NTUC Health Senior Day Care (Taman Jurong),Mon - Fri: 7.00am - 7.00pm,67156762,610349,Corporation Drive,#01-502,https://ntuchealth.sg/elderly-care/locations/senior-day-care-taman-jurong,NO_WEEKENDS_AND_EVENINGS,349,,,,,
NTUFSJC-P-DCM,,seniordaycare@ntuchealth.sg,1.35336452654527,103.722562360938,NTUC Health Senior Day Care (Jurong Central),Mon - Fri: 7.00am - 7.00pm,67156762,640402,Jurong West St 42,#01-525,https://ntuchealth.sg/elderly-care/locations/senior-day-care-jurong-central,NO_WEEKENDS_AND_EVENINGS,402,,,,,
NTUHJCP-H-B,,seniordaycare@ntuchealth.sg,1.34896996021593,103.724938358616,NTUC Health Active Ageing Centre (Care) (Jurong Central Plaza),Mon - Fri: 7.00am - 7.00pm,67156763,640493,Jurong West Street 41,#02-01,https://ntuchealth.sg,NO_WEEKENDS_AND_EVENINGS,493,,,,,
SunWAMS-P-DCM,,enquiry@swami.org.sg,1.44008794090591,103.82421670389,Sunshine Welfare Action Mission (SWAMI),Mon - Fri: 7.00am - 8.00pm,65103388,757717,Sembawang Walk,,https://www.swami.org.sg,NO_WEEKENDS_AND_EVENINGS,5,,,,,
St SECP--CRC,,chongpangadmin@slec.org.sg,1.43513580201461,103.828873241093,St Luke’s Eldercare Active Ageing Centre (Care) @ Chong Pang,Mon - Fri: 7.00am - 7.00pm,64815708,760113,Yishun Ring Road,#01-457,https://www.slec.org.sg/our-services/centre-based/dementia-day-care/,NO_WEEKENDS_AND_EVENINGS,113,,,,,
PCFSCKA-P-DCM,,pcfhq@pcf.org.sg,1.28180062242257,103.842908159495,PCF Sparkle Care @ Kreta Ayer,Mon - Fri: 7.30am - 6.00pm,62241811,050004,Sago Lane,#03-115,http://www.pcf.org.sg/,NO_WEEKENDS_AND_EVENINGS,4,,,,,
St ETBC-P-DCM,,telokblangahadmin@stluke.org.sg,1.27414335069299,103.822490459589,St Luke's Eldercare (Telok Blangah Centre),Mon - Fri: 7.00am - 7.00pm,62733466,090033,Telok Blangah Way,#01-1038,https://www.slec.org.sg/our-services/centre-based/dementia-day-care/,NO_WEEKENDS_AND_EVENINGS,33,,,,,
SASSTB-P-CBN,,tbsw@giventake.sg,1.27298528304053,103.820252009798,SASCO@Telok Blangah,"Mon - Fri: 7.00am - 7.00pm, Sat: 8.00am - 5.00pm",62735183,090030,Telok Blangah Rise,#01-316,https://www.sasco.org.sg,WEEKENDS_ONLY,30,,,,,
YonECC-P-CBRC,,mail@yong-en.org.sg,1.28217209346667,103.842908610169,Yong-En Care Centre,Mon - Fri: 7.00am - 7.00pm,62251002,051335,Smith Street,#03-57,https://www.yong-en.org.sg,NO_WEEKENDS_AND_EVENINGS,335A,,,,,
AWWDCCY-P-DCD,,,1.43012101352916,103.831919684986,AWWA Dementia Day Care Centre @ Yishun,Mon - Fri: 8.30am - 5.30pm,65115450,760740,Yishun Ave 5,#01-490,http://www.awwa.org.sg,NO_WEEKENDS_AND_EVENINGS,740,,,,,
NewHCBB-P-DCD,,alzheimers.bb@alz.org.sg,1.35272298040763,103.753796440794,New Horizon Centre (Bukit Batok),Mon - Fri: 7.30am - 6.30pm,65659958,650511,Bukit Batok Street 52,#01-211,http://alz.org.sg/support-services/dementia-day-care-new-horizon-centres,NO_WEEKENDS_AND_EVENINGS,511,,,,,
NewHCJP-P-DCD,Jurong Point Shopping Centre,info@dementia.org.sg,1.33945200436319,103.706685012654,New Horizon Centre (Jurong Point),Mon - Fri: 7.30am - 6.30pm,63770700,648886,Jurong West Central 2,#04-04,https://dementia.org.sg/css/,NO_WEEKENDS_AND_EVENINGS,1,,,,,
NewHCT-P-DCD,,alzheimers.tm@alz.org.sg,1.35625122843632,103.961576641177,New Horizon Centre (Tampines),Mon - Fri: 7.30am - 6.30pm,67865373,520362,Tampines Street 34,#01-377,http://alz.org.sg/support-services/dementia-day-care-new-horizon-centres,NO_WEEKENDS_AND_EVENINGS,362,,,,,
